Time, Accel_X, Accel_Y, Accel_Z, Gyro_X, Gyro_Y, Gyro_Z
1733732992.572048187, 0.666425222, -4.352422699, 8.756716371, -0.001152909, 0.003306208, -0.004330140
1733732992.574547052, 0.646806997, -4.327551874, 8.767407681, -0.000806086, 0.001495205, -0.003762807
1733732992.577048063, 0.651251750, -4.328592032, 8.767977234, -0.002207361, 0.003613989, -0.001904640
1733732992.579549074, 0.675780657, -4.347733479, 8.809643026, -0.002547820, 0.002927933, -0.003629143
1733732992.582046986, 0.675906351, -4.320317718, 8.793865210, 0.000240270, 0.003594868, -0.005462916
1733732992.584547043, 0.657424425, -4.333488872, 8.788357294, -0.000475800, 0.000761078, -0.003789252
1733732992.587048054, 0.674643796, -4.354423521, 8.788852963, -0.000472418, -0.000629625, -0.000988219
1733732992.589549065, 0.649152542, -4.334105560, 8.761872456, -0.002595996, -0.001014105, -0.005716928
1733732992.592049122, 0.641978989, -4.329469647, 8.775664413, -0.000499849, -0.003836576, -0.004838804
1733732992.594547033, 0.676315418, -4.339625261, 8.764339581, 0.001950286, -0.001730655, -0.005946439
1733732992.597048998, 0.666964660, -4.322219779, 8.778159034, -0.001237944, -0.004867033, -0.005378893
1733732992.599549055, 0.674280929, -4.352821479, 8.789990197, -0.000886193, -0.004871348, -0.005754985
1733732992.602049112, 0.702587212, -4.301576921, 8.790790937, -0.000523551, -0.004540423, -0.005220781
1733732992.604548216, 0.677744256, -4.353668981, 8.782543558, -0.001585460, -0.004504284, -0.003949628
1733732992.607047081, 0.669616772, -4.320006662, 8.747176697, -0.001583409, -0.005900047, -0.003257206
1733732992.609547138, 0.670613349, -4.304984696, 8.770953869, -0.002987960, -0.005889341, -0.005598764
1733732992.612047195, 0.642356820, -4.331399578, 8.740903765, -0.001558295, -0.001331847, -0.005008154
1733732992.614548206, 0.677578908, -4.339727013, 8.745798548, -0.003660834, -0.003771382, -0.004273601
1733732992.617048025, 0.693128528, -4.323558087, 8.736837592, -0.001198582, -0.002001339, -0.002573279
1733732992.619547129, 0.680751941, -4.339435784, 8.793241789, -0.003633537, -0.000580356, -0.001124786
1733732992.622048140, 0.687384747, -4.348682171, 8.767966946, -0.001884107, 0.000448583, 0.000847205
1733732992.624547005, 0.683885695, -4.339338146, 8.749839658, -0.001179514, 0.001862988, -0.003623257
1733732992.627048016, 0.678153324, -4.331736821, 8.747688639, -0.000432737, 0.006104445, 0.001790843
1733732992.629548073, 0.665351957, -4.297592861, 8.750479539, -0.002169438, 0.006483839, -0.000878018
