Time, Accel_X, Accel_Y, Accel_Z, Gyro_X, Gyro_Y, Gyro_Z
1733732998.479548216, 0.409102231, 0.211583357, 9.862303093, 0.037593155, -0.283825994, 0.142862108
1733732998.482048988, 0.346610277, 0.142895160, 9.877227235, 0.052062456, -0.276404616, 0.169823737
1733732998.484548092, 0.296811390, 0.105869396, 9.951390242, 0.066885797, -0.265839350, 0.187083285
1733732998.487049103, 0.177776265, 0.105711904, 10.000575433, 0.079235727, -0.258908819, 0.183044574
1733732998.489548206, 0.010957476, 0.135957283, 10.077145337, 0.081396989, -0.252312729, 0.168747927
1733732998.492049217, -0.140799693, 0.177389455, 10.172112996, 0.089122446, -0.251003838, 0.155331374
1733732998.494547129, -0.243461078, 0.267735978, 10.259439114, 0.081065691, -0.248872723, 0.135943508
1733732998.497048140, -0.282721844, 0.305611488, 10.301366769, 0.060699700, -0.250913371, 0.113836714
1733732998.499549150, -0.298477214, 0.345222028, 10.282020695, 0.031225111, -0.251405496, 0.095015915
1733732998.502048016, -0.210703309, 0.304948413, 10.209840927, 0.008107674, -0.246367381, 0.074015612
1733732998.504549026, -0.105283009, 0.274928236, 10.091345800, -0.013586649, -0.237753680, 0.051965091
1733732998.507048130, -0.002750685, 0.183800800, 10.009534519, -0.026787326, -0.223575303, 0.031108544
1733732998.509546995, 0.126830791, 0.123355306, 9.931479478, -0.029778216, -0.204883800, 0.006463332
1733732998.512048006, 0.189470885, 0.048000635, 9.870856292, -0.018378741, -0.185237501, -0.017394330
1733732998.514547110, 0.233306774, 0.025679421, 9.824376333, -0.005528483, -0.162457380, -0.042643095
1733732998.517047167, 0.300037357, -0.035150450, 9.802750740, 0.009697768, -0.146455271, -0.071116042
1733732998.519548178, 0.307130294, -0.069073136, 9.810026794, 0.036858336, -0.130837083, -0.095806421
1733732998.522047043, 0.354061593, -0.126523663, 9.834475272, 0.065383108, -0.121300756, -0.128071443
1733732998.524547100, 0.366322025, -0.149573044, 9.872630788, 0.087219458, -0.114894735, -0.155770582
1733732998.527048111, 0.359236756, -0.167949663, 9.905314113, 0.109340766, -0.116969897, -0.185451859
1733732998.529547215, 0.417829568, -0.207130000, 9.890432993, 0.126882582, -0.119007321, -0.212714000
1733732998.532047033, 0.455045183, -0.239405193, 9.918312251, 0.141551459, -0.125642561, -0.247347771
1733732998.534548044, 0.459274460, -0.273973745, 9.912207286, 0.145688946, -0.136731191, -0.277471718
1733732998.537048101, 0.482269036, -0.285376014, 9.876989313, 0.142096209, -0.147102020, -0.314017585
1733732998.539548159, 0.514955354, -0.299926440, 9.915821933, 0.133902301, -0.163135315, -0.357715638
1733732998.542048216, 0.529588266, -0.325258331, 9.898497068, 0.125696756, -0.178446813, -0.402891638
1733732998.544548988, 0.510463279, -0.349070294, 9.891445842, 0.110116704, -0.193390689, -0.453953571
1733732998.547048092, 0.528604409, -0.392470368, 9.927748864, 0.092410891, -0.215366136, -0.506755986
1733732998.549547195, 0.551906113, -0.398519594, 9.944171984, 0.074691815, -0.235953063, -0.565404679
1733732998.552048206, 0.540287058, -0.419552067, 9.939142155, 0.056266522, -0.254071933, -0.631236210
1733732998.554549217, 0.499348872, -0.374090943, 9.948567170, 0.038551387, -0.276108978, -0.705634997
1733732998.557048082, 0.481088969, -0.314356408, 10.020314677, 0.014152757, -0.295986573, -0.772181188
1733732998.559549093, 0.412445849, -0.210188748, 10.053998506, -0.028504053, -0.318862115, -0.834688641
1733732998.562048197, 0.375581692, -0.078791812, 10.127730935, -0.082086454, -0.345514525, -0.895206048
1733732998.564547062, 0.343230746, 0.019953036, 10.195551804, -0.147641017, -0.374786421, -0.938577650
1733732998.567048073, 0.329373136, 0.084534097, 10.209582805, -0.215928622, -0.398751328, -0.982542605
1733732998.569548130, 0.359778626, 0.130461150, 10.202132425, -0.296550711, -0.426100634, -1.014726826
1733732998.572046995, 0.377005667, 0.191085646, 10.183225345, -0.373289005, -0.450619373, -1.034595766
1733732998.574548006, 0.415951262, 0.206074879, 10.191811089, -0.450661345, -0.468390461, -1.051740265
1733732998.577047110, 0.423621981, 0.222248107, 10.156106050, -0.528788291, -0.488270479, -1.067151046
1733732998.579547167, 0.481744375, 0.193392660, 10.173700635, -0.593519884, -0.505789711, -1.077167275
1733732998.582049131, 0.435962468, 0.200424620, 10.154997434, -0.648450297, -0.525815191, -1.076426330
1733732998.584547997, 0.454934078, 0.162372727, 10.125418684, -0.700518532, -0.538500254, -1.078265056
1733732998.587047100, 0.481169959, 0.111084026, 10.085593977, -0.733984161, -0.550909386, -1.074584088
1733732998.589548111, 0.472252771, 0.056075559, 10.035394626, -0.760728743, -0.558445439, -1.071870221
1733732998.592047215, 0.484623186, 0.034423967, 9.932409279, -0.770601214, -0.563297772, -1.065166458
1733732998.594549179, 0.525268272, -0.010810833, 9.885970284, -0.774486074, -0.567817609, -1.056819153
1733732998.597048044, 0.552775124, -0.062973782, 9.780790523, -0.770976986, -0.567819287, -1.044804168
1733732998.599549055, 0.579683432, -0.067487180, 9.716447384, -0.754789920, -0.564417472, -1.038433594
1733732998.602048159, 0.610733666, -0.106565203, 9.669032761, -0.731558500, -0.557151303, -1.027197637
1733732998.604547024, 0.662605948, -0.177466705, 9.597597246, -0.706213649, -0.548146676, -1.024742496
1733732998.607048035, 0.687682897, -0.273887330, 9.561611078, -0.676953019, -0.534253710, -1.022719505
1733732998.609548092, 0.715096788, -0.308353943, 9.535561869, -0.646978102, -0.519005222, -1.036517343
1733732998.612049103, 0.721207364, -0.430962753, 9.461879568, -0.617004996, -0.504494030, -1.059418691
1733732998.614548206, 0.744110662, -0.488257472, 9.458179815, -0.576834940, -0.486198060, -1.082059368
1733732998.617049217, 0.708740808, -0.611044161, 9.429730069, -0.538415113, -0.470799849, -1.126404436
1733732998.619549036, 0.736932994, -0.707299065, 9.442150051, -0.491576181, -0.455842818, -1.186899632
1733732998.622048140, 0.691576989, -0.782759042, 9.448644443, -0.449328992, -0.443049791, -1.257878361
1733732998.624546051, 0.607598042, -0.849768884, 9.441370447, -0.409178616, -0.431673166, -1.343254086
1733732998.627047062, 0.575387380, -0.903300068, 9.467091392, -0.364204030, -0.428172787, -1.439035154
1733732998.629549026, 0.554312448, -0.973734331, 9.452223926, -0.331167544, -0.426415314, -1.544548903
1733732998.632049084, 0.510225170, -1.024119043, 9.418336404, -0.309106423, -0.437043191, -1.666544318
1733732998.634548187, 0.517596992, -1.108120810, 9.359867229, -0.289537462, -0.449368939, -1.794772036
1733732998.637047052, 0.510171488, -1.190567857, 9.339293203, -0.277723333, -0.468088538, -1.938832992
1733732998.639548063, 0.525618982, -1.291559677, 9.277332457, -0.270226109, -0.494899007, -2.084754166
1733732998.642049074, 0.568922167, -1.345076085, 9.264799501, -0.265216809, -0.528061408, -2.230627297
1733732998.644548178, 0.555945726, -1.400577042, 9.282180479, -0.269357732, -0.565076231, -2.381202292
1733732998.647047997, 0.472535583, -1.323343316, 9.408981344, -0.267981357, -0.612722314, -2.536496302
1733732998.649546146, 0.312364564, -1.140742597, 9.639520037, -0.288008914, -0.657412767, -2.691511478
1733732998.652048111, 0.078081789, -0.783207015, 10.004972677, -0.326667760, -0.704654155, -2.827137697
1733732998.654548168, -0.133169563, -0.443834074, 10.407849673, -0.405114100, -0.766579708, -2.928597344
1733732998.657049179, -0.298711020, -0.068879170, 10.780764289, -0.506681178, -0.820421954, -2.996410746
1733732998.659547091, -0.314738354, 0.223747086, 11.007297038, -0.640931049, -0.876025802, -3.031951430
1733732998.662048101, -0.303037561, 0.396864619, 11.088859923, -0.795492822, -0.926271316, -3.026255354
1733732998.664549112, -0.080035475, 0.421772666, 10.940970847, -0.938009997, -0.966299559, -2.997867309
1733732998.667049170, 0.041941309, 0.395152969, 10.715827282, -1.073955423, -0.977649153, -2.959642292
1733732998.669547081, 0.369527791, 0.376693675, 10.517268623, -1.194694757, -0.971364625, -2.903144155
1733732998.672049046, 0.555422561, 0.398110526, 10.460579930, -1.284338864, -0.944109408, -2.838216421
1733732998.674549103, 0.793017157, 0.255986179, 10.347251176, -1.341563777, -0.904730790, -2.767287999
1733732998.677048206, 1.051348320, 0.286053866, 10.310071287, -1.374068803, -0.846838728, -2.692001527
1733732998.679547071, 1.149423547, 0.282729513, 10.271669432, -1.376682190, -0.780686446, -2.612391732
1733732998.682048082, 1.209502432, 0.248759318, 10.243235211, -1.368665409, -0.705843470, -2.543992994
1733732998.684547186, 1.302271563, 0.255486956, 10.284924570, -1.347338363, -0.630024152, -2.468972491
1733732998.687048197, 1.281553887, 0.270002965, 10.303480379, -1.315467621, -0.557446328, -2.392067829
1733732998.689548016, 1.439579873, 0.188644333, 10.288857006, -1.274405832, -0.475829176, -2.324047366
1733732998.692047119, 1.364863960, 0.215325755, 10.338919627, -1.222531875, -0.402404413, -2.255658215
1733732998.694548130, 1.371889187, 0.174579290, 10.314778090, -1.180173472, -0.335281755, -2.188650099
1733732998.697046041, 1.499499208, 0.132034386, 10.291478256, -1.126973314, -0.268288499, -2.125841922
1733732998.699548006, 1.515318361, 0.095936553, 10.276762483, -1.078755424, -0.215060564, -2.067495790
1733732998.702048063, 1.595882238, -0.020891815, 10.195588465, -1.023192936, -0.162639195, -2.017272913
1733732998.704548120, 1.685046449, -0.114249577, 10.166844684, -0.961719108, -0.114912205, -1.971708198
1733732998.707049131, 1.776793939, -0.221857370, 10.078272283, -0.903097420, -0.074235642, -1.931893167
1733732998.709547997, 1.833711950, -0.318676214, 10.013386900, -0.831187011, -0.039784964, -1.910942958
1733732998.712048054, 1.884440076, -0.441737673, 9.955825455, -0.755102975, -0.010632751, -1.894391438
1733732998.714548111, 1.969880219, -0.549091271, 9.862638091, -0.682928327, 0.012108674, -1.884505491
1733732998.717049122, 2.006148264, -0.701865966, 9.783633983, -0.586934232, 0.031786665, -1.880116389
1733732998.719547033, 2.051819252, -0.861172836, 9.698220961, -0.494462062, 0.047903930, -1.890886319
1733732998.722047091, 2.094489663, -0.983689620, 9.624829702, -0.390489803, 0.053672976, -1.906601845
1733732998.724548101, 2.122382576, -1.116235761, 9.543124663, -0.275614376, 0.062089950, -1.930967586
1733732998.727049112, 2.119946314, -1.257810382, 9.457529647, -0.169893725, 0.065952013, -1.961794661
1733732998.729548216, 2.071427564, -1.355244418, 9.399186914, -0.059998782, 0.068311866, -2.003337284
1733732998.732047081, 2.056974963, -1.433932794, 9.337944234, 0.054422176, 0.063938982, -2.057008449
1733732998.734548092, 1.990988820, -1.538191357, 9.302036439, 0.150942271, 0.060377564, -2.117525189
1733732998.737048149, 1.840970422, -1.575000523, 9.295454883, 0.236176236, 0.050483974, -2.188076694
1733732998.739547014, 1.673765572, -1.537765269, 9.331546918, 0.298893946, 0.036861665, -2.266047153
1733732998.742042065, 1.434040158, -1.408680584, 9.384331044, 0.336325261, 0.017445436, -2.351728662
1733732998.744547129, 1.122968636, -1.276501799, 9.523286286, 0.345572795, -0.010975659, -2.447438224
1733732998.747047186, 0.805360450, -0.982415843, 9.705937694, 0.319987886, -0.045140953, -2.550944164
1733732998.749549150, 0.445314349, -0.657275350, 9.966405661, 0.256078518, -0.089901261, -2.649734470
1733732998.752047062, 0.113110472, -0.332089592, 10.278395948, 0.128516831, -0.146445471, -2.738030431
1733732998.754549026, -0.166581428, 0.112685880, 10.615257435, -0.032133835, -0.214684180, -2.824191016
1733732998.757048130, -0.448290611, 0.412840889, 10.900813199, -0.241283806, -0.285641817, -2.886756047
1733732998.759548187, -0.551541936, 0.710096698, 11.119158610, -0.508834663, -0.371550360, -2.942025322
1733732998.762047052, -0.591267509, 0.908261814, 11.218534361, -0.776707443, -0.458080672, -2.973691932
1733732998.764547110, -0.568325119, 0.967804441, 11.219472392, -1.059622449, -0.535927534, -2.992525567
1733732998.767047167, -0.441121546, 1.009173018, 11.078533163, -1.347045575, -0.605856445, -2.990189069
1733732998.769549131, -0.249281735, 0.983590112, 10.900426951, -1.590456101, -0.661385777, -2.988602092
1733732998.772047997, -0.122662678, 0.911463278, 10.733549430, -1.810967198, -0.706798266, -2.980750480
1733732998.774547100, 0.087411972, 0.770960612, 10.514178264, -1.985359934, -0.740224213, -2.974012257
1733732998.777049065, 0.252844757, 0.631316857, 10.384217647, -2.108697076, -0.755784318, -2.981023694
1733732998.779548168, 0.421057406, 0.493828236, 10.280451948, -2.185900385, -0.751944066, -2.986103354
1733732998.782047033, 0.616151428, 0.355401584, 10.085252993, -2.212117715, -0.741492065, -3.010082244
1733732998.784548998, 0.714452417, 0.243031249, 9.985301144, -2.196479020, -0.721553537, -3.036106947
1733732998.787047148, 0.833827404, 0.130549622, 9.908361639, -2.143881163, -0.687176042, -3.077507970
1733732998.789548159, 0.944796584, 0.070875315, 9.810672661, -2.073719412, -0.651924444, -3.118473938
1733732998.792049170, 0.944276412, -0.043582069, 9.697368784, -1.980382912, -0.618204537, -3.158948315
1733732998.794548035, 1.033289490, -0.116824814, 9.610952079, -1.865276589, -0.583310283, -3.202593530
1733732998.797047138, 1.125972581, -0.219892274, 9.484110064, -1.757557662, -0.552231699, -3.250030022
1733732998.799548149, 1.230642643, -0.310045766, 9.415568137, -1.634023020, -0.517065962, -3.294665347
1733732998.802047014, 1.271455322, -0.338606243, 9.270136084, -1.506652361, -0.483058007, -3.351145268
1733732998.804549217, 1.372550018, -0.433390972, 9.207356455, -1.382788073, -0.452135964, -3.399663003
1733732998.807048082, 1.465971749, -0.458916269, 9.199228410, -1.257490152, -0.415966694, -3.458086712
1733732998.809547186, 1.548259808, -0.573016958, 9.139533529, -1.131175409, -0.384405652, -3.514140847
1733732998.812049150, 1.563896778, -0.634374109, 9.076794862, -1.009439253, -0.352500529, -3.573006374
1733732998.814548016, 1.613861013, -0.742955098, 8.978103322, -0.876156004, -0.328774454, -3.629947714
1733732998.817047119, 1.657533424, -0.845566729, 8.953353328, -0.765394122, -0.306613305, -3.683669639
1733732998.819547176, 1.648173688, -0.973098565, 8.869675898, -0.650830018, -0.295744678, -3.727300793
1733732998.822049141, 1.605441926, -1.045474543, 8.861938590, -0.535972754, -0.290548691, -3.763723596
1733732998.824548006, 1.573828312, -1.154272504, 8.848298514, -0.422229996, -0.290274332, -3.797011085
1733732998.827048063, 1.483076275, -1.274151390, 8.817939598, -0.317971021, -0.290986968, -3.818272778
1733732998.829549074, 1.448877136, -1.385731086, 8.740455231, -0.195506597, -0.297833742, -3.837268014
1733732998.832048178, 1.451122800, -1.527275031, 8.617917499, -0.087784687, -0.306244857, -3.846398422
1733732998.834547997, 1.393547700, -1.566366334, 8.513959704, 0.028352066, -0.310472971, -3.844817836
1733732998.837047100, 1.412544187, -1.590113393, 8.443722400, 0.132582386, -0.316650972, -3.838052901
1733732998.839548111, 1.405613979, -1.581873308, 8.380703914, 0.222767007, -0.320239129, -3.826246895
1733732998.842047215, 1.394108087, -1.526096273, 8.373175348, 0.307045509, -0.316292990, -3.799616216
1733732998.844547987, 1.348738241, -1.430347327, 8.446557255, 0.373060772, -0.313245455, -3.771624529
1733732998.847046137, 1.260829290, -1.319058674, 8.602350296, 0.415523571, -0.312435960, -3.745241817
1733732998.849548101, 1.116787731, -1.166965197, 8.851395045, 0.441871368, -0.306903483, -3.713221406
1733732998.852049112, 0.953600423, -0.932763786, 9.188899219, 0.437625437, -0.309923667, -3.681858024
1733732998.854548216, 0.793873823, -0.680912426, 9.615064639, 0.394359110, -0.319978805, -3.646023567
1733732998.857047081, 0.698721551, -0.443441280, 10.045008744, 0.301128711, -0.339469283, -3.588244023
1733732998.859547138, 0.628078171, -0.235026093, 10.379447436, 0.173059638, -0.369556558, -3.524551703
1733732998.862049103, 0.604408736, -0.087541969, 10.623520900, 0.002461720, -0.406653140, -3.447304558
1733732998.864548206, 0.600733487, 0.035837280, 10.815468636, -0.211017779, -0.449666255, -3.353179231
1733732998.867047071, 0.660282474, 0.156356234, 10.857613825, -0.427263104, -0.489428342, -3.249379758
1733732998.869549036, 0.769418051, 0.224935384, 10.880356451, -0.667672568, -0.520843975, -3.144454699
1733732998.872048140, 0.923645525, 0.210325665, 10.817275492, -0.897500361, -0.546004696, -3.036244739
1733732998.874548197, 1.120417902, 0.238271886, 10.770130214, -1.099847900, -0.562160283, -2.935217989
1733732998.877049208, 1.318482013, 0.194140653, 10.709164174, -1.282398538, -0.560489442, -2.849562978
1733732998.879548073, 1.566565163, 0.183884035, 10.674921267, -1.430797996, -0.548581117, -2.775684600
1733732998.882047176, 1.809462675, 0.156701519, 10.622316330, -1.557685904, -0.524588326, -2.710200451
1733732998.884548187, 1.957322760, 0.167744662, 10.586009754, -1.663785124, -0.493018576, -2.656955392
1733732998.887048006, 2.080179404, 0.173451595, 10.533088898, -1.743137177, -0.452192902, -2.623142088
1733732998.889549017, 2.195650947, 0.092310122, 10.429006157, -1.806632131, -0.407313844, -2.601280758
1733732998.892049074, 2.261042474, 0.018827772, 10.334256405, -1.846261326, -0.360539947, -2.595011197
1733732998.894548178, 2.248388873, -0.021126931, 10.247279126, -1.862317604, -0.312951761, -2.594597954
1733732998.897047997, 2.258897815, -0.177471194, 10.159713402, -1.851728343, -0.265300912, -2.605020848
1733732998.899549007, 2.200140216, -0.262326260, 10.061584868, -1.819359351, -0.215804013, -2.620128428
1733732998.902048111, 2.182214749, -0.354733646, 9.984673420, -1.753328056, -0.170478981, -2.642766656
1733732998.904547215, 2.105220066, -0.440616150, 9.890490602, -1.671561341, -0.133787493, -2.663929013
1733732998.907047987, 2.046037501, -0.516441240, 9.779767574, -1.577171908, -0.098980776, -2.686745698
1733732998.909548998, 2.031017780, -0.600150842, 9.700435201, -1.475061278, -0.065697920, -2.713784081
1733732998.912047148, 2.052013218, -0.740656874, 9.559899241, -1.353013159, -0.039672205, -2.747784605
1733732998.914549112, 2.089564766, -0.825437683, 9.388948627, -1.235174140, -0.011836925, -2.782393395
1733732998.917048216, 2.132815578, -0.915695921, 9.200260338, -1.118400891, 0.011402484, -2.820912399
1733732998.919547081, 2.237844767, -1.031699607, 9.055139529, -0.986141068, 0.039763871, -2.862475555
1733732998.922048092, 2.371155174, -1.108403996, 8.916737192, -0.861626675, 0.067860913, -2.905308053
1733732998.924547195, 2.445776816, -1.192954552, 8.769842073, -0.734946574, 0.100505196, -2.952050099
1733732998.927048206, 2.596962562, -1.260379260, 8.627856140, -0.601924607, 0.139815984, -2.997613803
1733732998.929549217, 2.601434437, -1.296135362, 8.543792649, -0.478706988, 0.178138579, -3.047947121
1733732998.932048082, 2.646791938, -1.367112804, 8.440161248, -0.344909695, 0.224181492, -3.097057756
1733732998.934549093, 2.620051409, -1.381702321, 8.382966037, -0.215695196, 0.267058305, -3.145967721
1733732998.937048197, 2.570871455, -1.430210784, 8.324479654, -0.098443324, 0.303660498, -3.201818816
1733732998.939547062, 2.441265475, -1.504789218, 8.263161033, 0.020535901, 0.339484170, -3.265019198
1733732998.942048073, 2.256862390, -1.565868046, 8.232619001, 0.138743502, 0.370373882, -3.328742784
1733732998.944547176, 2.039535252, -1.617587886, 8.267987358, 0.239690543, 0.391510886, -3.390975133
1733732998.947048187, 1.687461949, -1.597500552, 8.265467300, 0.342260622, 0.398149267, -3.451953505
1733732998.949548006, 1.287804186, -1.496854017, 8.430721082, 0.418429905, 0.393712308, -3.509683221
1733732998.952048063, 0.957600944, -1.333546626, 8.684858695, 0.475812132, 0.371427296, -3.556775393
1733732998.954547167, 0.660276301, -1.128810803, 9.037316937, 0.497577748, 0.333970707, -3.583194696
1733732998.957049131, 0.487347123, -0.856009269, 9.424569682, 0.476771615, 0.283165130, -3.591160984
1733732998.959549189, 0.346339623, -0.659220058, 9.798599087, 0.410217089, 0.218031161, -3.575374990
1733732998.962048054, 0.372762362, -0.528365552, 10.037291451, 0.302890632, 0.149016939, -3.534555841
1733732998.964549065, 0.420307355, -0.375469465, 10.232167191, 0.178687670, 0.076786631, -3.475759662
1733732998.967047215, 0.553790405, -0.297154805, 10.338911958, 0.021882502, 0.009875907, -3.386389888
1733732998.969549179, 0.728915306, -0.238184536, 10.390379287, -0.146493061, -0.052959249, -3.282923656
1733732998.972048044, 0.905758589, -0.187093355, 10.411122962, -0.316165931, -0.105509888, -3.171885312
1733732998.974548101, 1.086391781, -0.134507870, 10.420479893, -0.481537715, -0.145278900, -3.046179395
1733732998.977048159, 1.283371591, -0.085374116, 10.410234498, -0.625014693, -0.170407076, -2.913603694
1733732998.979547024, 1.526801059, -0.104780793, 10.372311478, -0.744507269, -0.183982646, -2.781151989
1733732998.982048035, 1.716609374, -0.081051878, 10.302593785, -0.849485537, -0.180744083, -2.636936011
1733732998.984547138, 1.909669654, -0.172000125, 10.188470090, -0.918474645, -0.160212069, -2.516549944
1733732998.987048149, 2.135342370, -0.182623538, 10.086352070, -0.956159893, -0.130048148, -2.400324827
1733732998.989547014, 2.300233098, -0.228912898, 9.955533665, -0.974738238, -0.085248133, -2.291063157
1733732998.992048025, 2.476221772, -0.365043572, 9.790291292, -0.963791234, -0.035783431, -2.199295074
1733732998.994548082, 2.636017018, -0.446168023, 9.626314654, -0.933771443, 0.025512604, -2.114911669
1733732998.997047186, 2.723961882, -0.509343253, 9.511267703, -0.888290085, 0.092952125, -2.047309109
1733732998.999548197, 2.711947788, -0.556127908, 9.413052754, -0.838978621, 0.151810968, -1.998022014
1733732999.002049208, 2.632371883, -0.577058254, 9.346316373, -0.781981647, 0.208345590, -1.968018548
1733732999.004548073, 2.501333512, -0.631479212, 9.295588246, -0.715532263, 0.261942559, -1.954222974
1733732999.007047176, 2.330701248, -0.748745266, 9.244665218, -0.650559707, 0.305610119, -1.949570591
1733732999.009549141, 2.131187911, -0.861587141, 9.163787479, -0.575137281, 0.339171355, -1.970959503
1733732999.012047052, 1.987699071, -1.005926289, 9.089878105, -0.494144161, 0.364161367, -2.002016489
1733732999.014548063, 1.847604911, -1.109048553, 9.005031644, -0.425864119, 0.383187842, -2.045326306
1733732999.017047167, 1.761916372, -1.195718705, 8.885044458, -0.345344802, 0.397442811, -2.112197908
1733732999.019546986, 1.676639707, -1.255771404, 8.794253516, -0.281302808, 0.413916220, -2.176702439
1733732999.022049189, 1.617223335, -1.307577097, 8.714432956, -0.219044227, 0.425461769, -2.259402433
1733732999.024547100, 1.643347176, -1.368737290, 8.667980867, -0.157454206, 0.442271721, -2.339146051
1733732999.027047157, 1.584539823, -1.395311722, 8.626813551, -0.107449921, 0.459582881, -2.417406369
1733732999.029548168, 1.518508602, -1.382403179, 8.652116076, -0.061982012, 0.479038658, -2.495113308
1733732999.032047987, 1.550272226, -1.405405611, 8.703704236, -0.021009252, 0.505270741, -2.569436701
1733732999.034548998, 1.519781070, -1.350429877, 8.713966653, 0.003402535, 0.524664413, -2.634720953
1733732999.037048101, 1.479527094, -1.350277248, 8.739277969, 0.025032915, 0.549339000, -2.707687119
1733732999.039547205, 1.484847218, -1.329449403, 8.822921544, 0.038574903, 0.571661083, -2.759161762
1733732999.042048216, 1.436012736, -1.255659364, 8.942245842, 0.044020082, 0.591580756, -2.813524230
1733732999.044548035, 1.383616541, -1.201980039, 9.028991185, 0.035374316, 0.607758980, -2.851777184
1733732999.047049046, 1.372824787, -1.108082091, 9.121860573, 0.024288029, 0.623281881, -2.886115983
1733732999.049547195, 1.387911844, -1.024712537, 9.296694431, -0.003357367, 0.634050053, -2.913327764
1733732999.052049160, 1.382836937, -0.876272800, 9.450831375, -0.040878484, 0.637856562, -2.923604982
1733732999.054548025, 1.426341195, -0.775432299, 9.667116110, -0.091125330, 0.632619270, -2.921582311
1733732999.057049036, 1.455735519, -0.623919972, 9.875554677, -0.156215410, 0.615950544, -2.913784070
1733732999.059549093, 1.512888832, -0.519742212, 10.051536244, -0.234308268, 0.599011109, -2.891271676
1733732999.062048197, 1.528488954, -0.438911795, 10.212412984, -0.313900220, 0.571540176, -2.863821303
1733732999.064548016, 1.656741662, -0.382308956, 10.292085405, -0.405442760, 0.538552345, -2.824875156
1733732999.067048073, 1.741983912, -0.293990937, 10.360445525, -0.490341806, 0.508329728, -2.785472729
1733732999.069548130, 1.803637155, -0.243909987, 10.411017095, -0.574868382, 0.474557889, -2.753009061
1733732999.072046995, 1.859730671, -0.194225946, 10.365962981, -0.657302192, 0.443241618, -2.719391233
1733732999.074549198, 1.926180873, -0.125953363, 10.359562485, -0.735878228, 0.412203275, -2.686196208
1733732999.077048063, 1.912116578, -0.057137788, 10.297817776, -0.804940439, 0.380372135, -2.659106614
1733732999.079549074, 1.892437189, -0.006524881, 10.260286055, -0.871533635, 0.354500457, -2.635909362
1733732999.082048178, 1.810328133, 0.025391185, 10.217570192, -0.928002157, 0.321449136, -2.617903863
1733732999.084547043, 1.708575974, 0.034784403, 10.181136986, -0.972160431, 0.288615849, -2.605987442
1733732999.087048054, 1.611895356, 0.007547457, 10.162794409, -1.007939308, 0.250803462, -2.593745210
1733732999.089547157, 1.526428839, 0.042145188, 10.129947607, -1.028592708, 0.215948862, -2.589216585
1733732999.092048168, 1.433496418, 0.074023658, 10.051296639, -1.047192971, 0.177200587, -2.589835210
1733732999.094547033, 1.389168974, 0.073306340, 9.973631213, -1.062933717, 0.143667261, -2.595475360
1733732999.097048044, 1.323012246, 0.096934999, 9.978243371, -1.073064542, 0.108059625, -2.599539796
1733732999.099549055, 1.305296830, 0.131936374, 9.990691035, -1.079630193, 0.079425104, -2.605044763
1733732999.102048159, 1.267737801, 0.155352737, 10.007808093, -1.084418929, 0.052179235, -2.613250548
1733732999.104548216, 1.196913923, 0.179387097, 10.018281309, -1.085669922, 0.029146487, -2.624047216
1733732999.107048988, 1.159917525, 0.226892811, 10.050356738, -1.076010557, 0.012388945, -2.632022239
1733732999.109548092, 1.102505155, 0.251918323, 10.106142190, -1.071568644, -0.003597291, -2.642192318
1733732999.112049103, 1.052403629, 0.275802298, 10.132531447, -1.061137655, -0.013677436, -2.656997736
1733732999.114547014, 0.975496857, 0.248233908, 10.141709937, -1.056661414, -0.026495204, -2.660606985
1733732999.117048025, 0.919090041, 0.228230557, 10.117867112, -1.048989086, -0.030874692, -2.670652163
1733732999.119549036, 0.866678696, 0.141191179, 10.060984266, -1.046272742, -0.041867635, -2.668066553
1733732999.122047186, 0.855349561, 0.133091752, 10.064194521, -1.033344133, -0.050732047, -2.658541890
1733732999.124547005, 0.887028641, 0.157198498, 10.050765244, -1.030578094, -0.053562774, -2.645094658
1733732999.127048016, 0.915309860, 0.155006704, 10.085587430, -1.030955065, -0.056604024, -2.619348868
1733732999.129546165, 0.940973383, 0.212590594, 10.138379599, -1.033725365, -0.050515479, -2.592254799
